3465,"ItemStats1l","單手傷害： %d 到 %d","單手傷害：%d - %d 點"
3466,"ItemStats1m","雙手傷害： %d 到 %d","雙手傷害：%d - %d 點"
3467,"ItemStats1n","投擲傷害：%d","投擲傷害：%d 點"
3468,"ItemStats1o","重擊傷害： %d 到 %d","重擊傷害：%d - %d 點"
3469,"ItemStats1p","需要等級： %d","需要等級：%d"
3470,"ItemStats1q","點數： %d","點數：%d"
3471,"ItemStatsrejuv1","回復%d%%的生命和法力","恢復 %d%% 的生命和法力"
3472,"ItemStatsrejuv2","回復100%的生命和法力","恢復 100% 的生命和法力"
3475,"ModStr1c","%+d 體力","%+d 體能"
3476,"ModStr1d","%+d 精力","%+d 能量"
3478,"ModStr1f","%+d 最大傷害值","%+d 最大傷害"
3479,"ModStr1g","%+d 最小傷害值","%+d 最小傷害"
3484,"ModStr1l","閃電抗性 %+d%%","電擊抗性 %+d%%"
3485,"ModStr1m","抗魔法 %+d%%","魔法抗性 %+d%%"
3489,"ModStr1q","%+d 閃電傷害最大值","%+d 電擊傷害最大值"
3490,"ModStr1r","%+d 閃電傷害最小值","%+d 電擊傷害最小值"
3494,"ModStr1v","攻擊者受到傷害 %d","攻擊者反傷：%d"
3501,"ModStr2c","體力靈藥","體能靈藥"
3504,"ModStr2f","每秒持久性","持續秒數"
3505,"ModStr2g","增加生命上限 %d%%","生命上限提高 %d%%"
3506,"ModStr2h","增加法力上限 %d%%","法力上限提高 %d%%"
3507,"ModStr2i","增加耐久性上限 %d%%","耐久度上限提高 %d%%"
3508,"ModStr2j","%+d%% 增加傷害上限","%+d%% 最大傷害強化"
3509,"ModStr2k","%+d%% 增加傷害底限","%+d%% 最小傷害強化"
3511,"ModStr2m","法力補滿","回復法力"
3512,"ModStr2n","醫治1/4生命","醫治 1/4 生命"
3513,"ModStr2o","醫治1/2生命","醫治 1/2 生命"
3515,"ModStr2q","回復 1/4法力","回復 1/4 法力"
3516,"ModStr2r","回復1/2法力","回復 1/2 生命"
3518,"ModStr2t","魔法傷害減少 %d","魔法傷害降低 %d"
3519,"ModStr2u","傷害減少 %d","傷害降低 %d"
3521,"ModStr2w","吸取生命","吸取生命 %d"
3523,"ModStr2y","擊中偷取 %d%% 法力","擊中竊取 %d%% 法力"
3524,"ModStr2z","擊中偷取 %d%% 生命","擊中竊取 %d%% 生命"
3528,"ModStr3d","%+d 法師技能等級","%+d 魔法使技能等級"
3530,"ModStr3f","%+d 照亮範圍","照亮範圍 %+d"
3531,"ModStr3g","%d%% 增加格擋機率","格擋機率提高 %d%%"
3532,"ModStr3h","需求 %d%%","需求 %+d%%"
3534,"ModStr3j","攻擊者受到閃電傷害 %d","攻擊者受到 %d 點電擊傷害"
3536,"ModStr3l","冰凍目標","凍結目標"
3537,"ModStr3m","%d%% 撕開傷口的機率","%+d%% 機率造成開放傷口"
3542,"ModStr3r","毒素的持續效果降低 %d%%","中毒的時效縮短 %d%%"
3544,"ModStr3v","回復體力加 %d%%","精力恢復 +%d%%"
3545,"ModStr3w","%d%% 受損的生命移至法力","%+d%% 受到的傷害轉為法力"
3547,"ModStr3y","忽視目標防禦力","無視目標防禦"
3548,"ModStr3z","毒素持續時間減半","中毒的時效減半"
3550,"ModStr4b","冰凍時間減半","被凍結的時效減半"
3552,"ModStr4d","%d 每次擊中降低怪物防禦","擊中使怪物防禦 %d"
3554,"ModStr4f","%+d%% 對不死生物的傷害","%+d%% 對不死怪物的傷害"
3556,"ModStr4h","%+d 增加毒素傷害上限","%+d 毒素傷害最大值"
3557,"ModStr4i","%+d 增加毒素傷害底限","%+d 毒素傷害最小值"
3558,"ModStr4j","%+d 對抗惡魔準確率","%+d 對惡魔的準確率"
3559,"ModStr4k","%+d 對抗不死生物準確率","%+d 對不死怪物的準確率"
3560,"ModStr4l","稍微增加準確率","小幅攻擊速度提高"
3561,"ModStr4m","%+d%% 攻擊速度","攻擊速度 %+d%%"
3562,"ModStr4n","強化準確率","大幅攻擊速度提高"
3563,"ModStr4o","再度攻擊速度加快","快速的打擊恢復"
3565,"ModStr4q","超快速再度攻擊","最快的打擊恢復"
3566,"ModStr4r","跑步／行走加快","快速的跑步 / 行走速度"
3567,"ModStr4s","%+d%% 高速跑步／行走","%+d%% 跑步 / 行走速度"
3568,"ModStr4t","急速跑步／行走","最快的跑步 / 行走速度"
3569,"ModStr4u","施展速度加快","快速的施法速度"
3570,"ModStr4v","%+d%% 高速施展速度","%+d%% 施法速度"
3571,"ModStr4w","超高速施展率","最快的施法速度"
3572,"ModStr4x","快速格擋速度","快速的格擋速度"
3574,"ModStr4z","超高格擋速度","最快的格擋速度"
3577,"ModStr5c","%d%% 造成壓碎性打擊的機率","%+d%% 機率造成粉碎打擊"
3579,"ModStr5e","%+d 腳踢傷害","%+d 踢擊傷害"
3580,"ModStr5f","在每殺一個敵人後取得 %+d 點法力","%+d 擊殺法力恢復"
3581,"ModStr5g","火焰吸收 %d%%","火焰吸收 %+d%%"
3583,"ModStr5i","閃電吸收 %d%%","電擊吸收 %+d%%"
3584,"ModStr5j","%+d 閃電吸收","%+d 電擊吸收"
3585,"ModStr5k","魔法吸收 %d%%","魔法吸收 %+d%%"
3587,"ModStr5m","冰寒吸收 %d%%","冰寒吸收 %+d%%"
3591,"ModStr5q","%d%% 致命攻擊","%+d%% 致命打擊"
3593,"ModStr5s","祝福瞄準","精準祝福"
3594,"ModStr5t","輕視","反抗"
3595,"ModStr5u","%+d%% 最大火焰抗性","火焰抗性上限 %+d%%"
3596,"ModStr5v","%+d%% 最大冰寒抗性","冰寒抗性上限 %+d%%"
3597,"ModStr5w","%+d%% 最大閃電抗性","電擊抗性上限 %+d%%"
3598,"ModStr5x","%+d%% 最大魔法抗性","魔法抗性上限 %+d%%"
3599,"ModStr5y","%+d%% 最大毒素抗性","毒素抗性上限 %+d%%"
3600,"ModStr5z","無法冰凍","無法凍結"
3603,"ModStr6c","%+d 生命在殺死每一個惡魔後自動取得","%+d 擊殺惡魔生命恢復"
3607,"ModStr6g","穿刺攻擊","%+d%% 穿透攻擊"
3608,"ModStr6h","射出魔法箭","射出魔法箭矢"
3609,"ModStr6i","發射爆炸性箭矢或十字弓彈","射出爆炸的弓矢或弩箭"
3628,"improved durability","加強耐性","加強耐久度"
3630,"strGemPlace1","可以在凹槽安插物品","可以放入有鑲孔的"
3631,"strGemPlace2","武器、護盾或是頭盔","武器、盾牌或頭盔"
4079,"WeaponDescSword - %s","劍類武器 - %s","刀劍類武器 - %s"
4085,"WeaponDescStaff","杖類武器 - %s","法杖類武器 - %s"
4086,"WeaponDescPoleArm","長棍類武器 - %s","長柄類武器 - %s"
4087,"WeaponDescCrossBow","十字弓類武器 - %s","弩類武器 - %s"
4088,"WeaponAttackFastest","超高速攻擊速度","最快的攻擊速度"
4089,"WeaponAttackVeryFast","急速攻擊速度","極快的攻擊速度"
4090,"WeaponAttackFast","快速攻擊速度","快速的攻擊速度"
4091,"WeaponAttackNormal","一般攻擊速度","一般的攻擊速度"
4092,"WeaponAttackSlow","慢速攻擊速度","緩慢的攻擊速度"
4093,"WeaponAttackVerySlow","緩慢攻擊速度","極慢的攻擊速度"
4094,"WeaponAttackSlowest","滯慢攻擊速度","最慢的攻擊速度"
10001,"ModStr5d","%+d 耐力最大值","%+d 精力上限"
10020,"ModStr6e","%d%% 減緩耐力消耗","精力消耗減緩 %d%%"
10023,"strModEnhancedDamage","%+d%% 增強傷害","%+d%% 傷害強化"
10025,"strModAllSkillLevels","%+d 到所有技能等級","%+d 所有技能等級"
10027,"strModFireDamageRange","增加 %d-%d 火焰傷害","附加 %d - %d 火焰傷害"
10029,"strModColdDamageRange","增加 %d-%d 冰寒傷害","附加 %d - %d 冰寒傷害"
10030,"strModLightningDamage","%+d 閃電傷害","%+d 電擊傷害"
10031,"strModLightningDamageRange","增加 %d-%d 閃電傷害","附加 %d - %d 電擊傷害"
10033,"strModMagicDamageRange","增加 %d-%d 魔法傷害","附加 %d - %d 魔法傷害"
10034,"strModPoisonDamage","%+d 毒素傷害維持 %d 秒","%+d 毒素傷害，時效 %d 秒"
10035,"strModPoisonDamageRange","增加 %d-%d 毒素傷害維持 %d 秒","附加 %d - %d 毒素傷害，時效 %d 秒"
10037,"strModMinDamageRange","增加 %d-%d 傷害","附加 %d - %d 傷害"
10041,"ModStre9l","閃電傷害降低","電擊傷害降低"
10046,"ModStre9q","%+d 閃電傷害吸收","%+d 電擊傷害吸收"
10054,"StrSklTabItem1","%+d 鏢槍和長矛技能","%+d 標槍與長矛技能"
10055,"StrSklTabItem2","%+d 被動和魔法技能","%+d 被動與魔法技能"
10056,"StrSklTabItem3","%+d 弓和十字弓技能","%+d 弓與弩技能"
10061,"StrSklTabItem7","%+d 毒素和白骨技能","%+d 毒素與骸骨技能"
10066,"StrSklTabItem13","%+d 冰寒系技能","%+d 冰寒技能"
10067,"StrSklTabItem14","%+d 閃電系技能","%+d 閃電技能"
10068,"StrSklTabItem15","%+d 火焰系技能","%+d 火焰技能"
10069,"StrSklTabItem16","%+d 召喚系技能","%+d 召喚技能"
10070,"StrSklTabItem17","%+d 變形系技能","%+d 變形技能"
10071,"StrSklTabItem18","%+d 元素系技能","%+d 元素技能"
10917,"AmaOnly","（限亞馬遜使用）","（只限亞馬遜）"
10918,"SorOnly","（限法師）","（只限魔法使）"
10919,"NecOnly","（限死靈法師）","（只限死靈法師）"
10920,"PalOnly","（限聖騎士）","（只限聖騎士）"
10921,"BarOnly","（限野蠻人使用）","（只限野蠻人）"
10922,"DruOnly","（限德魯伊使用）","（只限德魯伊）"
10923,"AssOnly","（限刺客使用）","（只限刺客）"
10976,"ModitemAura","等級%d %s靈氣賦予","裝備時賦予等級 %d %s靈氣"
10977,"Moditem2allattrib","%+d 所有的屬性","%+d 所有屬性"
10978,"Moditem2ExpG","%+d%% 轉為經驗值獲得","獲得的經驗值 %+d%%"
10979,"ModitemHPaK","%+d 生命值在殺死後獲得","%+d 擊殺生命恢復"
10980,"ModitemRedVendP","降低所有商人的價格 %d%%","所有商人的價格降低 %d%%"
10981,"ModitemSMRIP","殺死怪物回復平靜","殺死的怪物就此安息"
10983,"Moditemdamvsm","%d%% 轉為傷害相對","%d%% 傷害，針對"
10984,"Moditemslayat","殺死:","殺死："
10985,"Moditemreanimas","%0%% 機率復生為：%s","%0%% 機率將目標復生為：%1"
10986,"Moditemenrescoldsk","-%d%% 敵人冰寒抗性","敵人冰寒抗性 -%d%%"
10987,"Moditemenresfiresk","-%d%% 敵人火焰抗性","敵人火焰抗性 -%d%%"
10988,"Moditemenresltngsk","-%d%% 敵人閃電抗性","敵人電擊抗性 -%d%%"
10989,"Moditemenrespoissk","-%d%% 對敵人毒素系抗性","敵人毒素抗性 -%d%%"
10992,"ModitemdamLtngsk","%+d%% 閃電系技能傷害","%+d%% 閃電技能傷害"
10993,"ModitemdamPoissk","%+d%% 轉為毒素技能傷害","%+d%% 毒素技能傷害"
10994,"Moditemskondeath","當你死去 %d%% 機率施展等級 %d %s","當你死亡時有 %d%% 機率施展等級 %d %s"
10995,"ModitemskonLevel","當你升級 %d%% 機率施展等級 %d %s","當你升級時有 %d%% 機率施展等級 %d %s"
10996,"ModitemskonKill","當你殺死一敵人 %d%% 機率施展等級 %d %s","當你殺敵時有 %d%% 機率施展等級 %d %s"
11003,"StrSklTabItem9","+%d召喚技能","+%d 召喚技能"
11032,"ModStr1w","%d%% 額外金幣從怪物身上取得","怪物金幣掉落量提高 %d%%"
11033,"ModStr1x","%d%% 更佳的機率取得魔法裝備","尋獲魔法物品機率提高 %d%%"
11034,"ModStr3u","擊中使怪物逃跑 %d%%","%+d%% 機率擊中使怪物逃跑"
11035,"ModStr4c","%d%% 額外的攻擊準確率加成","%d%% 準確率加成"
11037,"ModStr6f","機率使目標復生","機率使目標復活"
11080,"ExInsertSocketsX","可以放入凹槽物品","可以放入有鑲孔的物品"
11091,"increaseswithplaylevelX","（以角色等級決定）","（依角色等級而定）"
20438,"Charmdes","留在物品欄中以獲得加乘效果","放在物品欄以獲得其加成效果"
20439,"ice","瑪拉之藥","瑪拉的藥水"
21207,"ModStre8c","凹槽","鑲孔"
21208,"ModStre8d","對抗惡魔準確率","對惡魔的準確率"
21209,"ModStre8e","對抗不死生物準確率","對不死怪物的準確率"
21210,"ModStre8f","對抗惡魔傷害","對惡魔的傷害"
21211,"ModStre8g","準確率加成","% 準確率"
21212,"ModStre8h","鏢槍和長矛技能","標槍與長矛技能"
21213,"ModStre8i","被動和魔法技能","被動與魔法技能"
21214,"ModStre8j","弓和十字弓技能","弓與弩技能"
21215,"ModStre8k","防禦性靈氣技能","防禦靈氣技能"
21216,"ModStre8l","攻擊性靈氣技能","攻擊靈氣技能"
21219,"ModStre8o","毒素和白骨技能","毒素與骸骨技能"
21221,"ModStre8q","戰嚎技能","戰吼技能"
21223,"ModStre8s","專精技能","戰鬥專精技能"
21224,"ModStre8t","冰冷系技能","冰寒技能"
21225,"ModStre8u","閃電系技能","閃電技能"
21231,"ModStre9a","暗影修鍊技能","暗影修行技能"
21232,"ModStre9b","戰爭藝術技能","武學技藝技能"
21233,"ModStre9c","（以角色等級決定）","（依角色等級而定）"
21234,"ModStre9d","%s （在夜間增加）","%s（在夜間增加）"
21235,"ModStre9e","%s （在白天增加）","%s（在白天增加）"
21236,"ModStre9f","%s (在黎明增加)","%s（在黎明增加）"
21237,"ModStre9g","%s (在黃昏增加)","%s（在黃昏增加）"
21238,"ModStre9h","使用次數","次的"
21239,"ModStre9i","增加的空間","堆疊數量提高"
21240,"ModStre9s","不會損壞","永不毀損"
21241,"ModStre9t","每秒回復裝備耐久度 %d","每秒修復 %d 耐久度"
21242,"ModStre9u","於 %d 秒內回復耐久度 %d","每 %1 秒修復 %0 點耐久度"
21244,"ModStre9w","施展等級%d","施展等級 %d"
